Player,League,Squad,Country,Position,Annualized Salary
L. Castro,B,Swift Rustlers,Dosqaly,FW,28080000
Z. Pinto,B,Swift Rustlers,Republic of Denand Landsa,FW,22360000
Y. Salminen,B,Swift Rustlers,Dosqaly,FWMF,27410000
U. Musa,B,Swift Rustlers,Esia,FWMF,33290000
F. Monday,B,Swift Rustlers,Pahon,FWMF,23440000
M. Sardar,B,Swift Rustlers,Sobianitedrucy,FWMF,29670000
Q. Permana,B,Swift Rustlers,Dosqaly,GK,8550000
G. ?ahin,B,Swift Rustlers,Nkasland Cronestan,GK,8530000
R. Odur,B,Swift Rustlers,Sobianitedrucy,GK,14990000
B. Guillot,B,Swift Rustlers,Central Diasongo,MF,24890000
C. Langa,B,Swift Rustlers,Dosqaly,MF,20670000
F. Perrin,B,Swift Rustlers,Dosqaly,MF,16290000
G. Nabasa,B,Swift Rustlers,Dosqaly,MF,27930000
P. Byarugaba,B,Swift Rustlers,Greri Landmoslands,MF,26640000
Y. Molnár,B,Swift Rustlers,Nganion,MF,17110000
K. Pavi?,B,Swift Rustlers,Southern Ristan,MF,29270000
R. Majoni,B,Swift Rustlers,Coastpa Barleslands,MFDF,10300000
E. Eliyahu,B,Swift Rustlers,Dosqaly,MFFW,20560000
L. Prasad,B,Swift Rustlers,Eastern Sleboube,MFFW,27020000
O. Ninsiima,B,Swift Rustlers,Greri Landmoslands,MFFW,30680000
C. Danquah,B,Unaccountable Foxes,Byasier Pujan,DF,29950000
F. Kavalio?,B,Unaccountable Foxes,Central Diasongo,DF,22730000
B. Nandudu,B,Unaccountable Foxes,Dosqaly,DF,10250000
J. Delemovi?,B,Unaccountable Foxes,Dosqaly,DF,18760000
D. Byogero,B,Unaccountable Foxes,Lefghau,DF,20620000
U. Arthur,B,Unaccountable Foxes,Lefghau,DF,15250000
E. Nakayiza,B,Unaccountable Foxes,Mico,DF,17040000
D. Vuji?,B,Unaccountable Foxes,Pierrema,DF,13740000
S. Nayiga,B,Unaccountable Foxes,Sobianitedrucy,DF,13800000
H. Nyombi,B,Unaccountable Foxes,Southern Ristan,DF,14450000
J. Rinaldi,B,Unaccountable Foxes,Central Diasongo,DFFW,28380000
I. Nanangwe,B,Unaccountable Foxes,Dosqaly,DFMF,13990000
Y. Manjate,B,Unaccountable Foxes,Byasier Pujan,FW,29160000
F. Got?,B,Unaccountable Foxes,Central Namemo Laand,FW,34500000
D. Atyang,B,Unaccountable Foxes,Dosqaly,FW,6340000
R. Nor,B,Unaccountable Foxes,Dosqaly,FW,3850000
T. Kuok,B,Unaccountable Foxes,Dosqaly,FW,28260000
U. Iskandar,B,Unaccountable Foxes,Dosqaly,FW,26800000
Z. Ndawula,B,Unaccountable Foxes,Eastern Covaki,FW,30310000
H. Mubaiwa,B,Unaccountable Foxes,Rarita,FW,32680000
E. König,B,Unaccountable Foxes,Dosqaly,FWMF,22350000
F. Carbone,B,Unaccountable Foxes,Greri Landmoslands,GK,14750000
M. Mugeni,B,Unaccountable Foxes,Dosqaly,MF,31860000
B. Akullu,B,Unaccountable Foxes,Lefghau,MF,35470000
I. Oryema,B,Unaccountable Foxes,Lefghau,MF,21620000
S. Nabasa,B,Unaccountable Foxes,Lefghau,MF,32830000
X. Méndez,B,Unaccountable Foxes,Lefghau,MF,26530000
O. Nakisige,B,Unaccountable Foxes,Reugha,MF,26490000
M. Azulay,B,Unaccountable Foxes,Dosqaly,MFFW,27760000
Y. Peter,B,Unethical Comets,Central Namemo Laand,DF,8630000
B. Nassozi,B,Unethical Comets,Dosqaly,DF,12940000
B. Pandit,B,Unethical Comets,Dosqaly,DF,2580000
K. Cohen,B,Unethical Comets,Dosqaly,DF,13280000
R. Dube,B,Unethical Comets,Dosqaly,DF,15590000
D. Nangiro,B,Unethical Comets,Greri Landmoslands,DF,26150000
L. Kalni?š,B,Unethical Comets,Lefghau,DF,20970000
M. Mizrahi,B,Unethical Comets,Rosvi,DF,16950000
H. Afriyie,B,Unethical Comets,Dosqaly,DFMF,28760000
R. Okwera,B,Unethical Comets,Dosqaly,FW,29250000
C. Abaho,B,Unethical Comets,Pierrema,FW,38250000
D. Masuku,B,Unethical Comets,Dosqaly,FWMF,28620000
A. Uy,B,Unethical Comets,People's Land of Maneau,FWMF,21490000
G. Parisi,B,Unethical Comets,Rosvi,FWMF,22570000
L. Dahl,B,Unethical Comets,Dosqaly,GK,12440000
Y. binti Omar,B,Unethical Comets,Quewenia,GK,29220000
G. Ampofo,B,Unethical Comets,Buhegeor,MF,14480000
G. Heydari,B,Unethical Comets,Dosqaly,MF,20250000
I. Namutosi,B,Unethical Comets,Dosqaly,MF,13170000
J. Opolot,B,Unethical Comets,Dosqaly,MF,17900000
K. Nakazzi,B,Unethical Comets,Dosqaly,MF,13070000
X. Kamble,B,Unethical Comets,Dosqaly,MF,30570000
J. Mutyaba,B,Unethical Comets,Dosqaly,MFDF,12350000
O. Isaac,B,Unethical Comets,Dosqaly,MFDF,11050000
E. Rashidi,B,Unethical Comets,Landli Blicporlip,MFFW,36630000
H. Isa,B,Villainous Eagles,Central Diasongo,DF,11130000
K. Weiß,B,Villainous Eagles,Central Diasongo,DF,11910000
Y. Bano,B,Villainous Eagles,Central Diasongo,DF,18970000
G. Baig,B,Villainous Eagles,Dosqaly,DF,16750000
M. Okori,B,Villainous Eagles,Dosqaly,DF,9650000
S. Parisi,B,Villainous Eagles,Dosqaly,DF,15050000
U. Heilig,B,Villainous Eagles,Dosqaly,DF,12230000
U. bin Salleh,B,Villainous Eagles,Unicorporated Tiagascar,DF,24250000
E. Kinoshita,B,Villainous Eagles,Biarizea,FW,32340000
E. Ajwang,B,Villainous Eagles,Central Namemo Laand,FW,33790000
J. Natukunda,B,Villainous Eagles,Dosqaly,FW,27530000
L. Zamani,B,Villainous Eagles,Dosqaly,FW,7010000
P. Kamya,B,Villainous Eagles,Dosqaly,FW,20570000
O. Musiimenta,B,Villainous Eagles,Ucame Ofne,FW,38280000
X. Nabaggala,B,Villainous Eagles,Biarizea,FWMF,25100000
Z. Ogawa,B,Villainous Eagles,Coastpa Barleslands,FWMF,9880000
C. B?rzi?š,B,Villainous Eagles,Dosqaly,FWMF,26410000
C. Hu,B,Villainous Eagles,Dosqaly,FWMF,10580000
F. Adiru,B,Villainous Eagles,Dosqaly,FWMF,25850000
D. Businge,B,Villainous Eagles,Greri Landmoslands,FWMF,36530000
Q. Yamazaki,B,Villainous Eagles,Pierrema,FWMF,33190000
J. Mercier,B,Villainous Eagles,Dosqaly,GK,18790000
G. Song,B,Villainous Eagles,Dosqaly,MF,15690000
M. Ojo,B,Villainous Eagles,Dosqaly,MF,23210000
N. Kigongo,B,Villainous Eagles,Dosqaly,MF,29350000
P. Nieminen,B,Villainous Eagles,Dosqaly,MF,23450000
P. Romero,B,Villainous Eagles,Dosqaly,MF,22450000
T. Pärn,B,Villainous Eagles,Dosqaly,MF,10300000
Y. Kat?,B,Villainous Eagles,Dosqaly,MFDF,15120000
J. Nakamya,B,Villainous Eagles,Dosqaly,MFFW,23650000
T. Lwanga,B,Villainous Eagles,Reugha,MFFW,31190000
B. Waon,B,Weak Blimps,Badad,DF,24550000
N. Nakacwa,B,Weak Blimps,Central Diasongo,DF,20510000
V. Koller,B,Weak Blimps,Coastpa Barleslands,DF,29470000
D. Hí,B,Weak Blimps,Dosqaly,DF,7930000
K. Okwir,B,Weak Blimps,Dosqaly,DF,22190000
M. Begu,B,Weak Blimps,Dosqaly,DF,13420000
M. Lunkuse,B,Weak Blimps,Dosqaly,DF,13390000
Q. bin Abd Rahman,B,Weak Blimps,Dosqaly,DF,15420000
Z. Akoth,B,Weak Blimps,Dosqaly,DF,20790000
J. Irawan,B,Weak Blimps,Giumle Lizeibon,DF,13790000
B. Kayondo,B,Weak Blimps,Lefghau,DF,22820000
P. Tumwine,B,Weak Blimps,Lefghau,DF,11470000
X. Lubega,B,Weak Blimps,Lefghau,DF,18240000
G. Kasamba,B,Weak Blimps,Quewenia,DF,14300000
F. Fournier,B,Weak Blimps,Pierrema,DFMF,36220000
J. Yeo,B,Weak Blimps,Dosqaly,FW,31480000
P. Khoh,B,Weak Blimps,Mico,FW,28650000
F. Shaikh,B,Weak Blimps,Dosqaly,FWMF,27450000
I. Irumba,B,Weak Blimps,Dosqaly,FWMF,9680000
J. Nakayama,B,Weak Blimps,Dosqaly,FWMF,36110000
K. binti Ali,B,Weak Blimps,Dosqaly,FWMF,27100000
M. Mubangizi,B,Weak Blimps,Greri Landmoslands,FWMF,30740000
T. Winkler,B,Weak Blimps,Quewenia,FWMF,30510000
C. V?tols,B,Weak Blimps,Imaar Vircoand,GK,13780000
A. Koz?owski,B,Weak Blimps,Dosqaly,MF,33600000
B. Nalugwa,B,Weak Blimps,Dosqaly,MF,21760000
N. Maeda,B,Weak Blimps,Dosqaly,MF,32650000
T. Nyanzi,B,Weak Blimps,Dosqaly,MF,17690000
P. Li,B,Weak Blimps,Dosqaly,MFFW,25480000
T. Kuok,B,Weak Blimps,Dosqaly,MFFW,16260000
O. Ssenabulya,B,Weak Blimps,Pierrema,MFFW,35940000
B. Waon,B,Wet Monarchs,Badad,DF,12510000
F. Aminu,B,Wet Monarchs,Dosqaly,DF,9950000
J. Wojciechowski,B,Wet Monarchs,Dosqaly,DF,24120000
L. Akech,B,Wet Monarchs,Dosqaly,DF,22950000
L. bin Osman,B,Wet Monarchs,Dosqaly,DF,22250000
Q. Becker,B,Wet Monarchs,Dosqaly,DF,18040000
U. Mousavi,B,Wet Monarchs,Dosqaly,DF,14190000
X. Kyei,B,Wet Monarchs,Dosqaly,DF,19810000
N. Bianco,B,Wet Monarchs,Lylimi,DF,25860000
D. Anyango,B,Wet Monarchs,Redohrainbri,DF,19190000
L. Lukwago,B,Wet Monarchs,Coastpa Barleslands,FW,34160000
L. Chandia,B,Wet Monarchs,Dosqaly,FW,26060000
M. Maimon,B,Wet Monarchs,Dosqaly,FW,28180000
S. Gwenzi,B,Wet Monarchs,Pierrema,FW,22870000
M. Ramírez,B,Wet Monarchs,Reugha,FW,15200000
C. Domínguez,B,Wet Monarchs,Southern Viout Aman,FW,26470000
L. Amule,B,Wet Monarchs,Dosqaly,FWMF,13510000
A. Serrano,B,Wet Monarchs,Pierrema,FWMF,21980000
G. Razak,B,Wet Monarchs,Dosqaly,GK,19280000
P. Tse,B,Wet Monarchs,Biarizea,MF,10450000
Y. Yanti,B,Wet Monarchs,Coastpa Barleslands,MF,27740000
B. Murray,B,Wet Monarchs,Danan Seekeeling,MF,19160000
B. Ndlovu,B,Wet Monarchs,Dosqaly,MF,30380000
C. Rathod,B,Wet Monarchs,Dosqaly,MF,17110000
J. Nakubulwa,B,Wet Monarchs,Dosqaly,MF,10360000
Z. Wati,B,Wet Monarchs,Dosqaly,MF,19390000
X. Tu,B,Wet Monarchs,Rarita,MF,17810000
G. Mbeiza,B,Wet Monarchs,Tito Mia,MF,23030000
V. Krisensen,B,Wet Monarchs,Dosqaly,MFDF,20390000
U. Kristiansen,B,Wet Monarchs,Dosqaly,MFFW,24180000
Y. Jokinen,B,Wet Monarchs,Dosqaly,MFFW,30640000
W. Okumu,B,Wet Monarchs,Unicorporated Tiagascar,MFFW,23720000
T. Hoe,B,Wet Monarchs,Xikong,MFFW,31080000
S. Busch,C,Awkward Trailblazers,Galamily,DF,17250000
P. Konadu,C,Awkward Trailblazers,Giumle Lizeibon,DF,18850000
D. Okech,C,Awkward Trailblazers,Leoneku Guidisia,DF,19640000
S. Chemutai,C,Awkward Trailblazers,Rosvi,DF,16490000
Q. Busobozi,C,Awkward Trailblazers,Varijitri Isles,DF,23860000
X. Ahmad,C,Awkward Trailblazers,Xikong,DF,15410000
I. Nartey,C,Awkward Trailblazers,Esia,DFFW,16800000
G. Chee,C,Awkward Trailblazers,Deshslands Landdenhai,FW,4310000
B. Hadži?,C,Awkward Trailblazers,Esia,FW,22530000
Q. Scott,C,Awkward Trailblazers,Byasier Pujan,FWMF,27710000
B. Ionescu,C,Awkward Trailblazers,Esia,FWMF,5860000
D. Isabirye,C,Awkward Trailblazers,Esia,FWMF,26060000
H. Odoi,C,Awkward Trailblazers,Esia,FWMF,32200000
O. Pellegrini,C,Awkward Trailblazers,Esia,FWMF,27060000
J. Nyondo,C,Awkward Trailblazers,Giumle Lizeibon,FWMF,12540000
G. Chakanyuka,C,Awkward Trailblazers,Loco Phirema,FWMF,34860000
R. Mbeiza,C,Awkward Trailblazers,Slandsganiamayotteque,FWMF,24000000
G. Prasetyo,C,Awkward Trailblazers,Galamily,GK,20940000
A. Ashaba,C,Awkward Trailblazers,Byasier Pujan,MF,31220000
E. Gupta,C,Awkward Trailblazers,Esia,MF,21910000
H. Gimbo,C,Awkward Trailblazers,Esia,MF,13380000
Z. Sng,C,Awkward Trailblazers,Esia,MF,21240000
A. Ross,C,Awkward Trailblazers,Esia,MFDF,18520000
P. Ssempijja,C,Awkward Trailblazers,Esia,MFDF,11770000
E. Doyle,C,Awkward Trailblazers,Esia,MFFW,10240000
K. Ozols,C,Awkward Trailblazers,Esia,MFFW,33220000
H. Manyika,C,Awkward Trailblazers,Lylimi,MFFW,28740000
S. Nachum,C,Blue Jaguars,Byasier Pujan,DF,1790000
R. Yeko,C,Blue Jaguars,Esia,DF,18830000
S. Magezi,C,Blue Jaguars,Esia,DF,20800000
Z. Mugeni,C,Blue Jaguars,Galamily,DF,22130000
F. Ashaba,C,Blue Jaguars,Giumle Lizeibon,DF,27630000
F. Namukasa,C,Blue Jaguars,Nancipenuaroe,DF,11740000
E. Patra,C,Blue Jaguars,People's Land of Maneau,DF,25180000
Q. Ogwang,C,Blue Jaguars,Redohrainbri,DF,15780000
S. Oduro,C,Blue Jaguars,Republic of Denand Landsa,DF,18120000
M. Schwartz,C,Blue Jaguars,Slandsganiamayotteque,DF,18340000
A. Grgi?,C,Blue Jaguars,Unicorporated Tiagascar,DF,16260000
R. Dahl,C,Blue Jaguars,Byasier Pujan,DFMF,7470000
B. Jalali,C,Blue Jaguars,Rosvi,DFMF,37200000
N. Khalil,C,Blue Jaguars,Dastatesne,FW,32550000
G. Leclercq,C,Blue Jaguars,Dosqaly,FW,23990000
E. Bah,C,Blue Jaguars,Mico,FW,29330000
I. Tukundane,C,Blue Jaguars,Pierrema,FW,34980000
V. Ikeda,C,Blue Jaguars,Southern Viout Aman,FW,20710000
F. Ankrah,C,Blue Jaguars,Esia,FWDF,35720000
X. Walusimbi,C,Blue Jaguars,Lefghau,FWDF,20820000
S. Armah,C,Blue Jaguars,Mico,FWDF,22620000
Y. Marlina,C,Blue Jaguars,Isle of Lababwe,FWMF,37040000
Z. Davies,C,Blue Jaguars,Manlisgamncent,FWMF,27900000
A. Mor,C,Blue Jaguars,Esia,GK,22000000
H. Nakimera,C,Blue Jaguars,Esia,GK,11000000
Z. Kasibante,C,Blue Jaguars,Esia,MF,28640000
X. Aminah,C,Blue Jaguars,Reugha,MF,14620000
D. Hsu,C,Blue Jaguars,Esia,MFDF,26200000
Q. Roche,C,Blue Jaguars,Giumle Lizeibon,MFDF,22390000
M. Omony,C,Blue Jaguars,Giumle Lizeibon,MFFW,30660000
I. Nalubwama,C,Fiery Governors,Byasier Pujan,DF,18990000
M. Watson,C,Fiery Governors,Dosqaly,DF,19520000
B. Nanyunja,C,Fiery Governors,Esia,DF,8050000
I. Khalili,C,Fiery Governors,Esia,DF,14550000
L. Khachatryan,C,Fiery Governors,Esia,DF,19080000
N. binti Sulaiman,C,Fiery Governors,Esia,DF,14470000
R. Magaya,C,Fiery Governors,Esia,DF,30090000
S. Nassazi,C,Fiery Governors,Esia,DF,15390000
Z. Frank,C,Fiery Governors,Esia,DF,22870000
X. Mulder,C,Fiery Governors,Giumle Lizeibon,DF,19590000
L. Arai,C,Fiery Governors,Nganion,DF,17740000
Y. Jain,C,Fiery Governors,Esia,DFFW,24060000
F. Apili,C,Fiery Governors,Nancipenuaroe,DFFW,9500000
D. Morales,C,Fiery Governors,Dosqaly,FW,21630000
L. Nakirya,C,Fiery Governors,Esia,FW,27610000
I. Peeters,C,Fiery Governors,Giumle Lizeibon,FW,27340000
X. Hofer,C,Fiery Governors,New Uwi,FW,23830000
Q. Tshia,C,Fiery Governors,Esia,FWDF,28760000
F. Lemaire,C,Fiery Governors,Landli Blicporlip,FWDF,6230000
A. Ngabirano,C,Fiery Governors,Xikong,FWMF,29650000
L. Nalukenge,C,Fiery Governors,Esia,GK,11470000
Q. Ghoe,C,Fiery Governors,Esia,GK,8760000
J. Andersen,C,Fiery Governors,Central Namemo Laand,MF,30880000
A. Omara,C,Fiery Governors,Esia,MF,30190000
F. Nakimuli,C,Fiery Governors,Esia,MF,23250000
K. Sah,C,Fiery Governors,Liacra,MF,17680000
C. Abbo,C,Fiery Governors,Esia,MFDF,16850000
V. Athieno,C,Fiery Governors,Quewenia,MFDF,17260000
M. Nakaggwa,C,Fiery Governors,Byasier Pujan,MFFW,20230000
Y. Dupont,C,Fiery Governors,Esia,MFFW,19580000
B. Munemo,C,Fiery Governors,Giumle Lizeibon,MFFW,31350000
L. Kovalenko,C,Horrible Flames,Byasier Pujan,DF,15130000
Z. Okon,C,Horrible Flames,Byasier Pujan,DF,15080000
C. Rodríguez,C,Horrible Flames,Esia,DF,28880000
F. Mugide,C,Horrible Flames,Esia,DF,25590000
K. Nyakudya,C,Horrible Flames,Esia,DF,16050000
K. Ohayon,C,Horrible Flames,Esia,DF,9150000
Y. Takeuchi,C,Horrible Flames,Giumle Lizeibon,DF,16650000
E. Pour,C,Horrible Flames,Lefghau,DF,13740000
G. Nansamba,C,Horrible Flames,Manlisgamncent,DF,13880000
P. Ategeka,C,Horrible Flames,Saintswacroa,DF,25250000
L. Kav?i?,C,Horrible Flames,Western Niasland,DF,8120000
T. Nakku,C,Horrible Flames,Byasier Pujan,DFFW,13080000
C. Nabaggala,C,Horrible Flames,Esia,FW,10980000
K. Jakobsson,C,Horrible Flames,Galamily,FW,31650000
I. Nagadya,C,Horrible Flames,Imaar Vircoand,FW,38320000
M. Nyirongo,C,Horrible Flames,Lefghau,FW,33430000
V. Mudondo,C,Horrible Flames,People's Land of Maneau,FW,24560000
A. Namubiru,C,Horrible Flames,Dosqaly,FWMF,30140000
J. Adam,C,Horrible Flames,Esia,FWMF,36500000
W. Ainomugisha,C,Horrible Flames,Thaijagypt,FWMF,31670000
I. Agwang,C,Horrible Flames,Esia,GK,10490000
R. Aguilar,C,Horrible Flames,Esia,GK,12440000
M. Krli?evi?,C,Horrible Flames,Leoneku Guidisia,GK,11420000
D. Safitri,C,Horrible Flames,Esia,MF,32140000
K. Ntale,C,Horrible Flames,Esia,MF,33550000
L. Ndoro,C,Horrible Flames,Esia,MF,13990000
L. Abbasi,C,Horrible Flames,Giumle Lizeibon,MF,27920000
O. Ortega,C,Horrible Flames,Imaar Vircoand,MF,28230000
E. Mtetwa,C,Horrible Flames,Leoneku Guidisia,MF,8660000
Y. Thin,C,Horrible Flames,Northern Namemo Laand,MF,16390000
A. Dickson,C,Little Lollipops,Esia,DF,23560000
C. Denis,C,Little Lollipops,Esia,DF,24410000
H. Morgan,C,Little Lollipops,Esia,DF,19780000
E. Nabaasa,C,Little Lollipops,Giumle Lizeibon,DF,19760000
C. Msukwa,C,Little Lollipops,Pierrema,DF,42340000
H. Arthur,C,Little Lollipops,Quewenia,DF,10530000
P. Naiga,C,Little Lollipops,Xikong,DF,25000000
Z. Testa,C,Little Lollipops,Giumle Lizeibon,DFFW,22370000
K. Eyotaru,C,Little Lollipops,Dosqaly,FW,32180000
U. Nhantumbo,C,Little Lollipops,Dosqaly,FW,37860000
E. Tumuhimbise,C,Little Lollipops,Esia,FW,41030000
M. Li,C,Little Lollipops,Iverde,FWDF,27200000
C. Khalil,C,Little Lollipops,Esia,FWMF,30800000
M. Mathieu,C,Little Lollipops,Quewenia,FWMF,40620000
E. Namakoye,C,Little Lollipops,Esia,GK,26150000
R. Yiga,C,Little Lollipops,Quewenia,GK,26120000
A. Mumpande,C,Little Lollipops,Esia,MF,16800000
M. Chan,C,Little Lollipops,Esia,MF,32480000
N. Ngabirano,C,Little Lollipops,Esia,MF,19900000
M. Yanti,C,Little Lollipops,Ledian,MF,22160000
O. Obeng,C,Little Lollipops,Quewenia,MFDF,24040000
N. Nalule,C,Little Lollipops,Esia,MFFW,35930000
M. Bonnet,C,Little Lollipops,Giumle Lizeibon,MFFW,19480000
E. Maluwa,C,Marvelous Anchors,Esia,DF,19910000
J. Nakyanzi,C,Marvelous Anchors,Esia,DF,16830000
M. Odong,C,Marvelous Anchors,Esia,DF,13970000
N. Ofosu,C,Marvelous Anchors,Esia,DF,16980000
Z. bin Zakaria,C,Marvelous Anchors,Esia,DF,23980000
N. Barukh,C,Marvelous Anchors,Giumle Lizeibon,DF,21880000
G. Wahab,C,Marvelous Anchors,Dosqaly,DFMF,20390000
J. Faida,C,Marvelous Anchors,Byasier Pujan,FW,20930000
N. Nwachukwu,C,Marvelous Anchors,Esia,FW,22860000
C. O'Connor,C,Marvelous Anchors,Unicorporated Tiagascar,FW,31310000
P. Ma,C,Marvelous Anchors,Esia,FWMF,33480000
L. Owori,C,Marvelous Anchors,Landli Blicporlip,FWMF,31320000
L. Namuyanja,C,Marvelous Anchors,Byasier Pujan,GK,19250000
E. Kyomukama,C,Marvelous Anchors,Esia,GK,20930000
M. Ojo,C,Marvelous Anchors,Dosqaly,MF,18170000
G. Moulin,C,Marvelous Anchors,Esia,MF,25390000
N. Tugumisirize,C,Marvelous Anchors,Esia,MF,13670000
M. Manda,C,Marvelous Anchors,Quewenia,MF,6270000
E. Oh,C,Marvelous Anchors,Esia,MFDF,8270000
G. Poulsen,C,Marvelous Anchors,Moaithe,MFDF,22990000
Q. Alhassan,C,Marvelous Anchors,Esia,MFFW,13730000
L. Wasswa,C,Marvelous Anchors,Landli Blicporlip,MFFW,25250000
G. Acheampong,C,Marvelous Anchors,New Uwi,MFFW,26100000
D. Mortenson,C,Marvelous Anchors,Sobianitedrucy,MFFW,27860000
Q. Tushabe,C,Mean Trolls,Byasier Pujan,DF,14220000
D. Domingos,C,Mean Trolls,Esia,DF,14220000
Q. Fathi,C,Mean Trolls,Esia,DF,25070000
C. Ndiweni,C,Mean Trolls,Galamily,DF,9580000
P. Acan,C,Mean Trolls,Lefghau,DF,21310000
I. Sinani,C,Mean Trolls,Mico,DF,16540000
L. Herrera,C,Mean Trolls,Nkasland Cronestan,DF,10220000
Q. Okurut,C,Mean Trolls,People's Land of Maneau,DF,9970000
N. Nowak,C,Mean Trolls,Cuandbo,FW,30940000
B. Alali,C,Mean Trolls,Esia,FW,32560000
J. Wibowo,C,Mean Trolls,Esia,FWMF,28140000
V. Supriadi,C,Mean Trolls,Esia,FWMF,28980000
Z. Matsui,C,Mean Trolls,Giumle Lizeibon,FWMF,17260000
A. Lekuru,C,Mean Trolls,Leoneku Guidisia,FWMF,9120000
H. Nuraeni,C,Mean Trolls,Republic of Denand Landsa,FWMF,21140000
E. Mapuranga,C,Mean Trolls,Nkasland Cronestan,GK,16180000
A. Malkah,C,Mean Trolls,Esia,MF,13490000
Q. Maphosa,C,Mean Trolls,Esia,MF,24670000
U. Gan,C,Mean Trolls,Esia,MF,2320000
U. He,C,Mean Trolls,Galamily,MF,12020000
B. Zee,C,Mean Trolls,Nathuacamana,MF,21690000
I. Achom,C,Mean Trolls,Esia,MFDF,10570000
M. Kakaire,C,Mean Trolls,Sobianitedrucy,MFDF,32490000
M. Yanti,C,Mean Trolls,Ledian,MFFW,14430000
G. Odoch,C,Mean Trolls,Quewenia,MFFW,24930000
K. Molina,C,Punctual Archers,Esia,DF,21150000
N. Nanziri,C,Punctual Archers,Esia,DF,23120000
Q. Zimba,C,Punctual Archers,Esia,DF,17870000
W. Montanari,C,Punctual Archers,Esia,DF,12230000
X. Mkandawire,C,Punctual Archers,Esia,DF,16260000
Y. Alzahrani,C,Punctual Archers,Esia,DF,27310000
X. Kawooya,C,Punctual Archers,Giumle Lizeibon,DF,21180000
C. Van den Berg *,C,Punctual Archers,Redohrainbri,DFMF,29760000
K. Yousef,C,Punctual Archers,Esia,FW,9840000
P. Anderson,C,Punctual Archers,Esia,FW,20130000
E. Mtetwa,C,Punctual Archers,Leoneku Guidisia,FW,29390000
K. Jabarin,C,Punctual Archers,Manlisgamncent,FW,27210000
S. Nakabugo,C,Punctual Archers,Republic of Denand Landsa,FW,23260000
K. Ssenyondo,C,Punctual Archers,Esia,FWMF,13390000
O. Kayongo,C,Punctual Archers,Esia,FWMF,36830000
Q. Patil,C,Punctual Archers,Esia,FWMF,27030000
Z. Namatovu,C,Punctual Archers,Esia,FWMF,29070000
F. Sun,C,Punctual Archers,Riazbe Ryma,FWMF,16810000
B. Fernandez,C,Punctual Archers,Esia,GK,14830000
W. Mandizvidza,C,Punctual Archers,Esia,GK,13960000
A. Popovi?,C,Punctual Archers,Esia,MF,16100000
K. Anek,C,Punctual Archers,Esia,MF,21130000
U. Kumakech,C,Punctual Archers,Esia,MF,2950000
V. Cherop,C,Punctual Archers,Esia,MF,22060000
X. Wasswa,C,Punctual Archers,Esia,MF,22510000
U. Alizadeh,C,Punctual Archers,Lylimi,MFFW,29750000
M. Kiiza,C,Punctual Archers,Mico,MFFW,23990000
J. Nahabwe,C,Red Artichokes,Byasier Pujan,DF,14270000
K. Kibuuka,C,Red Artichokes,Desaintko,DF,21740000
I. Tarigan,C,Red Artichokes,Esia,DF,21670000
X. Sulaiman,C,Red Artichokes,Esia,DF,23610000
P. Turyatunga,C,Red Artichokes,Mico,DF,29710000
L. Namande,C,Red Artichokes,Quewenia,DF,19950000
C. Horvat,C,Red Artichokes,Southern Ristan,DF,23840000
Z. Tanaka,C,Red Artichokes,Xikong,DF,8170000
H. Boadu,C,Red Artichokes,Esia,FW,29920000
J. Mazur,C,Red Artichokes,Esia,FWMF,23580000
M. Neo,C,Red Artichokes,Esia,FWMF,34910000
R. Nakuya,C,Red Artichokes,Tito Mia,FWMF,21420000
A. Ortega,C,Red Artichokes,Zamlie Niabangthe,FWMF,26640000
K. Tsui,C,Red Artichokes,Esia,GK,30170000
G. Kaya,C,Red Artichokes,Esia,MF,14450000
K. Walugembe,C,Red Artichokes,Esia,MF,22580000
T. Ayoo,C,Red Artichokes,Esia,MF,26870000
N. Sembiring,C,Red Artichokes,Giumle Lizeibon,MF,17890000
U. Kajumba,C,Red Artichokes,Esia,MFDF,1770000
U. Sani,C,Red Artichokes,Byasier Pujan,MFFW,28180000
I. Habibi,C,Red Artichokes,Esia,MFFW,18300000
U. Azizi,C,Red Artichokes,Esia,MFFW,14100000
C. Thomas,C,Red Artichokes,Giumle Lizeibon,MFFW,27740000
U. Katushabe,C,Red Artichokes,Ili Siaco,MFFW,27750000
P. Mudimba,C,Red Artichokes,Lylimi,MFFW,24560000
Q. Nantume,C,Red Artichokes,Lylimi,MFFW,13790000
I. Nakityo,C,Serious Cyclones,Dosqaly,DF,14050000
K. Shumba,C,Serious Cyclones,Esia,DF,22010000
T. binti Osman,C,Serious Cyclones,Esia,DF,24390000
U. Selima,C,Serious Cyclones,Esia,DF,14650000
R. Sanz,C,Serious Cyclones,Greri Landmoslands,DF,31140000
X. Pavlovi?,C,Serious Cyclones,Nganion,DF,37970000
D. Nabbosa,C,Serious Cyclones,Nkasland Cronestan,DF,12340000
Q. Yadav,C,Serious Cyclones,Quewenia,DF,19360000
J. Kondowe,C,Serious Cyclones,Southern Ristan,DF,18990000
Z. Braun,C,Serious Cyclones,Esia,DFMF,30050000
F. Yan,C,Serious Cyclones,Redohrainbri,FW,36650000
B. Umaru,C,Serious Cyclones,Esia,FWDF,35550000
B. Nakiyemba,C,Serious Cyclones,Esia,FWMF,29580000
